-0.31591,-0.59028,0.354
-0.43097,-0.47,-0.11534
-0.33236,0.77427,0.5405
0.67435,-0.11477,0.72044
-0.46926,-0.38817,-0.05328
-0.08982,0.3516,0.04344
-0.08464,0.18811,0.0735
0.75944,-0.32751,0.32378
-0.22892,-0.42834,-0.07368
-0.18678,0.32288,-0.01905
0.06192,0.73855,0.58301
-0.28447,-0.04025,0.76612
0.65491,-0.50037,0.71389
0.63171,0.00764,0.48048
0.19227,0.72961,-0.45873
-0.19441,0.79487,-0.25564
-0.75222,-0.41287,0.27768
-0.68682,-0.49276,0.12688
-0.30585,-0.50155,0.52343
0.66832,-0.21173,-0.49057
0.69556,-0.26098,0.29346
-0.59415,-0.34678,0.42562
0.35641,-0.25874,0.50005
0.51308,-0.54886,0.15771
-0.37692,0.52213,-0.08056
0.73954,-0.23265,0.20772
-0.1858,0.45089,-0.37888
0.67253,-0.25448,-0.21915
0.15143,-0.38761,-0.65387
-0.30117,0.13802,0.43746
0.41904,0.37316,-0.66545
0.19891,0.36066,0.18622
0.34327,0.5025,0.59432
0.22196,-0.11919,-0.77701
-0.2694,0.63334,0.70641
0.20644,0.78442,0.48232
0.57682,0.17978,0.38979
-0.4591,0.14077,0.65206
0.1829,0.41903,-0.00774
0.13765,0.61076,0.6715
-0.42729,0.21501,-0.51286
0.32016,0.38976,-0.53935
-0.27712,-0.45297,0.3444
-0.46638,-0.06918,0.63341
0.40376,-0.13061,0.63919
0.06114,0.54882,0.06556
-0.34993,0.78495,-0.20829
0.50153,0.43067,0.36087
-0.48674,-0.69514,0.49075
0.48992,-0.3417,0.51494
0.44003,-0.78742,0.44947
0.47204,0.34789,-0.03567
-0.78766,-0.15801,0.55103
-0.1626,-0.58997,0.37585
0.34637,0.21969,0.77595
0.46722,-0.50506,-0.38011
0.17251,-0.50851,-0.39321
0.62874,-0.02055,0.70634
0.76968,0.15966,0.52013
0.09887,-0.44281,-0.67796
0.52361,0.70707,-0.21034
0.41625,0.3172,-0.78825
-0.31137,0.09245,-0.18306
-0.40793,-0.13934,-0.21791
-0.63807,0.67158,0.18978
0.45274,0.79613,-0.2808
-0.11714,-0.49324,0.36589
