0.73609,0.54699,0.24761
0.62118,0.20665,0.6352
-0.47356,-0.07594,-0.1372
-0.52797,0.30835,0.59577
0.40149,-0.05057,-0.56005
-0.13709,-0.42389,-0.67015
0.27707,-0.38859,0.54473
-0.3851,0.57709,-0.34876
0.25751,0.69534,0.36949
-0.41245,0.15124,-0.12219
-0.04884,0.61279,-0.11208
0.15926,0.77172,-0.20703
0.35433,-0.22731,-0.34724
0.47248,-0.35414,-0.44762
0.54329,-0.05571,-0.73412
0.52549,0.22686,0.38672
-0.45527,-0.32876,-0.60853
0.35734,-0.60594,0.27582
0.2118,-0.53548,-0.50366
-0.35426,0.37366,-0.24967
-0.46378,-0.52243,-0.18937
-0.1043,0.29047,0.3389
0.19558,-0.38109,-0.12307
0.79958,-0.6558,-0.07489
0.58922,0.57292,-0.21084
-0.52663,-0.08415,-0.25601
0.58204,0.04923,0.35724
0.38545,0.74451,-0.4423
0.632,-0.37821,-0.02949
0.11017,-0.67893,0.34873
-0.6811,0.38751,-0.53874
-0.23963,-0.19489,0.51722
0.71527,-0.01356,0.70114
-0.50496,0.53254,-0.63753
0.18085,0.76044,0.74454
-0.61885,0.6439,0.27171
0.52151,0.47537,-0.15167
-0.64125,0.76636,0.18735
-0.1781,0.57357,0.09297
-0.32782,0.6195,0.13913
0.50401,-0.55351,-0.40812
-0.19575,0.51215,-0.12179
0.78677,-0.10975,-0.06349
-0.19967,-0.43165,-0.15709
-0.53467,0.68722,-0.15143
0.71648,-0.42285,0.22066
-0.05558,0.19567,0.12545
-0.48736,0.36313,0.72401
-0.17295,-0.3008,-0.46066
-0.28272,-0.4693,0.10904
-0.43133,-0.58177,-0.23315
0.47349,0.32818,-0.31859
-0.58824,0.2122,-0.73203
-0.67684,-0.21599,0.13154
0.2371,-0.61932,0.28482
-0.61896,0.53984,0.2257
-0.01812,-0.08182,0.43017
-0.25889,-0.45009,-0.27059
-0.25316,0.34832,-0.45475
-0.37753,-0.52887,0.22532
-0.18194,-0.11638,-0.37883
-0.30275,0.30051,0.34276
-0.438,0.10358,0.59385
0.38047,-0.79022,0.24128
-0.1117,0.52027,-0.13394
0.54244,0.70132,-0.34857
-0.18208,0.09592,0.2847
-0.07979,-0.71101,0.64263
0.09516,-0.05996,-0.5004
-0.03946,-0.11491,-0.45492
0.46454,0.22598,0.67377
-0.0906,0.595,-0.43167
0.78917,0.04075,-0.04117
0.67732,-0.07704,0.35941
0.77602,0.33522,0.19263
0.30087,-0.43406,-0.35992
-0.08319,-0.54386,0.66601
-0.25382,-0.61049,0.21211
-0.76388,-0.59331,-0.27382
-0.66836,0.10907,0.14964
0.02202,0.45126,-0.57424
-0.10938,0.23733,0.25777
0.12568,-0.61743,-0.37497
0.21915,-0.33113,-0.39651
0.05,-0.13944,0.68921
-0.51252,-0.42305,0.76205
-0.13066,0.28297,0.22153
-0.72762,0.2204,0.22218
-0.19259,-0.36558,0.61191
-0.38314,-0.75564,0.54442
0.49565,0.21939,0.62992
0.32116,-0.15553,-0.76097
0.58383,0.15033,0.16854
-0.16243,0.0356,-0.61137
0.2972,-0.60176,0.69841
0.36292,0.28683,0.2446
0.41571,-0.17043,-0.54386
0.48411,-0.11888,-0.64676
0.63395,-0.33259,-0.40938
-0.43781,-0.3989,-0.31448
-0.09341,0.79043,0.46774
0.16903,-0.58782,-0.10765
-0.13918,0.55257,0.02284
-0.13226,-0.4673,0.26977
-0.5906,0.05728,-0.58557
-0.67753,-0.53554,-0.20673
-0.33037,0.70648,0.09008
0.52019,-0.09614,0.4719
0.41688,0.27065,-0.08465
-0.72613,-0.52415,-0.38471
0.66262,0.60089,-0.02791
0.22994,-0.23801,0.79577
0.42356,-0.16937,0.10909
-0.48744,0.4988,0.13713
0.64415,-0.26285,0.39444
-0.68606,-0.58966,0.34959
-0.40571,-0.78141,-0.04619
0.65259,0.47471,-0.58014
0.5254,-0.0946,0.78565
0.32005,0.48021,0.75601
0.40218,-0.54924,0.37382
-0.06046,-0.15864,0.09867
0.32391,0.73198,0.01071
0.4647,-0.23452,0.33425
-0.58772,-0.43231,0.34688
-0.15134,0.49484,-0.26585
0.08899,0.23968,0.08076
0.46491,-0.40431,0.52554
-0.3325,-0.20114,-0.79606
0.3784,-0.7624,0.06647
-0.78502,-0.21394,-0.33625
0.27608,0.19492,0.25499
-0.63048,-0.23676,-0.34542
-0.15141,-0.03435,0.2874
0.63855,-0.07513,-0.14486
0.50224,0.38756,-0.22496
-0.68774,-0.56067,0.61342
-0.11209,0.51846,0.18381
-0.43647,-0.60934,0.64066
-0.4784,-0.33819,0.70312
-0.73974,0.18441,0.16149
0.43371,-0.32161,0.07525
-0.4583,-0.26848,-0.12634
0.50982,0.45571,0.72082
-0.31138,0.58094,0.02967
-0.32703,-0.65232,-0.1164
-0.53921,0.2153,0.1939
-0.27198,0.73737,0.63516
-0.19201,-0.72727,0.78533
-0.29315,-0.11441,-0.61641
0.30491,0.45406,0.0931
-0.56475,-0.10237,0.38095
-0.69048,-0.67392,-0.19483
-0.3968,-0.41188,0.37002
0.19175,-0.03332,0.70338
0.06436,-0.43228,-0.2524
0.54179,-0.50844,0.40688
-0.39519,0.13633,0.75802
-0.30824,0.7339,-0.25556
0.68897,-0.46832,0.55562
-0.34962,0.2888,-0.36547
-0.25981,-0.14528,0.0429
-0.2308,0.38783,-0.09453
0.58649,0.16525,-0.31164
-0.45831,-0.2988,-0.04354
0.35323,0.15382,-0.19797
0.26915,-0.68262,0.59043
0.77686,0.12889,0.14657
0.76871,-0.15762,0.13676
-0.414,0.52951,0.54881
0.67327,-0.31806,-0.17677
-0.32944,0.791,-0.10958
0.31773,-0.11637,0.19821
-0.57384,-0.43541,0.12098
0.33741,-0.61428,-0.06942
-0.32206,-0.49639,0.46224
-0.72865,-0.51033,0.5086
-0.36756,0.26512,0.57619
0.19608,0.47077,-0.17693
0.03185,-0.23832,-0.19935
-0.62109,0.23749,-0.00055
0.61486,-0.32953,0.5877
0.36843,0.36325,0.12917
-0.00648,-0.25752,0.34077
-0.7805,0.14258,-0.01945
-0.30741,0.63309,0.54904
0.00374,-0.75193,0.26389
-0.31421,0.09679,0.39251
-0.73763,-0.22191,0.36649
-0.32818,-0.17105,-0.3704
-0.16002,0.00656,0.35482
-0.68474,0.10629,0.44311
-0.27079,0.53673,-0.72234
-0.03502,0.21774,0.42098
-0.29473,-0.70996,-0.39229
-0.36581,-0.59577,-0.17231
-0.36551,-0.33203,-0.54028
0.03617,0.65257,-0.26595
0.06704,0.62986,0.61259
0.60531,-0.15429,-0.74258
0.77527,0.04351,0.34415
-0.34277,0.17332,0.09149
-0.16141,-0.79279,-0.55652
0.14499,-0.52906,0.60472
0.2651,-0.05752,-0.24163
0.05751,-0.5329,0.58297
0.47334,0.27165,0.75694
0.06705,-0.72176,0.39835
0.08611,0.69866,0.04482
-0.42967,-0.48751,-0.60679
-0.41368,0.17372,-0.58227
-0.73569,-0.31344,0.04062
0.75381,-0.47797,-0.31731
0.77585,0.58812,-0.04121
-0.08135,-0.0873,0.56172
-0.13811,-0.46949,-0.23636
-0.39341,0.19728,-0.60585
0.56272,-0.07439,-0.1222
-0.65163,0.2107,-0.2943
-0.36568,0.72028,-0.10217
-0.67888,0.4163,0.22475
0.51263,0.4347,-0.60616
-0.22062,-0.6475,0.48296
-0.6326,-0.50718,-0.17069
0.25698,0.16,0.17006
0.29558,-0.4164,-0.65799
-0.40015,0.52127,0.06782
0.77738,-0.58679,-0.29047
-0.36898,0.26173,0.32951
0.64595,-0.26421,0.60963
0.20651,0.53968,0.64496
-0.55861,-0.70326,-0.2937
-0.54036,-0.38735,-0.4826
-0.23985,0.68226,-0.32335
-0.69201,0.33703,0.40878
0.12125,0.13628,0.22217
0.47547,0.04037,-0.37857
-0.073,0.38093,-0.63995
0.07596,-0.21725,-0.58589
0.43608,0.55499,-0.45425
-0.6158,0.02083,-0.61008
0.71787,-0.67804,-0.05064
0.02259,-0.56259,-0.49288
-0.20096,-0.36096,-0.21822
-0.39118,0.04764,-0.54921
0.64684,-0.17726,-0.44308
0.51765,0.59684,0.02671
-0.39655,0.54105,-0.34049
-0.43203,-0.52704,0.21927
-0.14996,0.40781,0.0018
0.2515,0.15511,0.33113
-0.10157,-0.7349,0.30394
-0.20201,-0.09138,0.31221
0.36399,0.17552,-0.19839
-0.26718,0.03242,-0.74537
-0.4745,-0.06363,-0.55692
-0.02007,-0.76289,0.58394
0.49392,-0.00671,0.35358
0.30894,0.14182,-0.66779
0.50497,-0.34146,-0.49866
0.17612,-0.37819,-0.42499
-0.08373,-0.08443,-0.07493
-0.09929,0.19564,-0.29305
0.22429,0.32701,0.50472
0.67477,-0.08185,0.27799
-0.11064,-0.09112,-0.01472
-0.15482,-0.46831,-0.62465
-0.70885,-0.23003,-0.59788
-0.32577,-0.2759,0.13085
-0.16077,0.31534,0.69285
0.62036,-0.20071,0.15179
-0.13975,-0.66812,-0.39267
0.21072,-0.30073,-0.10778
-0.08697,0.04464,0.37502
-0.75455,-0.27352,0.59706
-0.13072,0.17487,0.55258
0.65132,0.02657,-0.11061
-0.25437,0.56773,-0.06396
0.40958,-0.14268,0.60342
-0.34072,0.45337,-0.2637
-0.74756,0.32316,0.00393
-0.61753,0.31804,-0.24474
0.46215,-0.19293,0.04357
0.02032,-0.55088,-0.71519
0.47318,0.23415,-0.59758
0.55101,0.45947,0.18389
0.3755,0.61365,-0.14879
0.40415,0.00409,-0.1199
0.70357,-0.40224,0.70317
-0.74968,0.39672,-0.11623
0.09764,-0.03474,0.57075
-0.04267,-0.7954,0.50754
-0.01882,-0.55943,0.10598
0.60588,-0.36124,-0.12897
0.32922,0.32386,0.74792
-0.40099,0.75476,0.0486
-0.12735,-0.21285,-0.62766
-0.12273,-0.77526,-0.19907
-0.43487,0.03066,-0.63698
0.66778,0.01581,-0.09371
0.76296,-0.13469,-0.18433
0.61186,0.36876,-0.24098
0.65245,0.44645,0.1804
-0.2964,-0.57225,0.09939
0.68394,0.01093,-0.66371
-0.55824,0.11453,0.09186
-0.75011,0.49673,-0.01703
-0.12263,-0.41957,-0.45954
-0.46845,-0.37264,-0.20456
-0.39049,0.44642,0.5008
0.47381,-0.76467,0.16943
0.50831,0.27625,-0.77695
-0.42093,0.45629,-0.61714
0.25072,0.53908,0.05485
-0.19706,-0.29458,-0.33644
-0.69089,-0.43774,0.02475
-0.72646,0.25583,0.07772
0.44099,0.15136,-0.70533
-0.55175,-0.54413,0.02167
-0.76878,0.45393,-0.31853
0.03471,-0.46657,0.09664
0.21298,-0.35166,0.19304
-0.37636,-0.28127,0.08467
-0.25954,-0.65653,-0.41421
-0.74704,-0.3417,-0.28205
0.439,0.14335,-0.67437
0.4531,0.21073,0.59856
0.47348,-0.02318,0.78653
-0.31811,0.437,0.26496
-0.46408,0.23464,-0.33916
-0.22824,-0.38019,0.56884
-0.29283,-0.07654,0.28462
-0.60243,0.52588,0.74226
0.43493,0.09767,0.09005
0.44828,-0.12039,-0.50232
0.39016,0.11717,0.38231
0.47439,-0.07511,0.53211
0.57145,0.04865,-0.7863
-0.71615,-0.64743,0.21489
-0.12441,-0.43771,0.00328
0.45228,-0.21825,-0.56423
0.27499,0.4172,-0.2172
0.40952,-0.45646,0.64154
-0.59807,0.57896,-0.07403
0.45115,-0.53084,0.49935
0.22505,0.28377,-0.66807
-0.21678,0.23384,0.2396
0.2025,0.56346,-0.44136
-0.23661,0.02575,0.58992
-0.73085,-0.38881,0.00432
-0.52089,-0.21759,0.22327
-0.52571,0.467,0.31781
0.27687,-0.30418,-0.12201
-0.27409,0.62509,-0.12936
-0.07178,-0.2142,-0.24528
0.44763,0.22633,0.39917
0.05905,-0.16385,-0.39426
-0.10309,-0.07839,-0.74287
0.0452,0.11881,0.54944
-0.48283,0.10851,-0.19372
-0.66881,-0.55513,-0.16624
0.2657,0.45824,0.36561
-0.7091,0.2924,-0.07534
-0.76104,0.2625,0.6957
-0.14139,-0.3167,-0.45945
0.06818,0.26869,-0.19825
0.08134,-0.49175,-0.04102
0.09867,-0.06979,-0.53486
0.31197,-0.51902,0.1947
0.25887,-0.43364,-0.02399
0.07653,0.62344,0.47831
-0.29262,-0.6921,0.59894
-0.05522,-0.1536,0.76884
0.48684,-0.01722,-0.1379
0.62356,-0.64043,0.36406
-0.05354,-0.03098,0.60453
0.50233,-0.14719,-0.75543
0.15397,0.52146,0.37231
0.01917,0.1532,-0.53198
0.19494,-0.18898,0.1749
