-0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.89176461670278e-05,1.123000828292209e-06,-4.547720523901165e-05,-2.3487606152811766e-05,-2.3048077005164747e-05,1.171629019645462e-22
-7.566851013502649e-05,4.4918801634729445e-06,-0.0001819038338680106,-9.394784893055114e-05,-9.218978053928714e-05,4.686387596256783e-22
-0.00017024636853223788,1.0106268569959284e-05,-0.0004092649251697794,-0.0002113730015735828,-0.00020741752843541852,1.0543890296948313e-21
-0.00030264084983069314,1.796555036679405e-05,-0.00072753554643853,-0.00037575018709065823,-0.00036871868467250335,1.874349478054086e-21
-0.0004728374354835676,2.8068863695162163e-05,-0.0011366807957140564,-0.0005870613796710229,-0.0005760755607610613,2.9284301868001653e-21
-0.0006808174615173034,4.041510061290319e-05,-0.0016366558056091283,-0.0008452834066611499,-0.0008294654176829302,4.216515564104947e-21
-0.0009265581205783241,5.500290721600963e-05,-0.002227405748229704,-0.0011503879511058819,-0.0011288604683848537,5.738464356891405e-21
-0.0012100324644341175,7.183068378709781e-05,-0.0029088658411874266,-0.0015023415548537041,-0.0014742278808256466,7.494109666323603e-21
-0.0015312094069284154,9.089658497083495e-05,-0.0036809613547037494,-0.0019011056222258103,-0.001865529781576599,9.483258966109046e-21
-0.0018900537273901373,0.00011219851997630302,-0.004543607619804888,-0.0023466364242485495,-0.002302723259974721,1.170569412361133e-20
-0.002286526074495736,0.00013573415280627768,-0.005496710037606732,-0.002838885103448804,-0.0027857603728283827,1.4161171423770866e-20
-0.0027205829705845173,0.00016150090251339678,-0.006540164089688688,-0.0033777976792117633,-0.0033145881496748296,1.6849421595830992e-20
-0.003192176816426445,0.0001894959434831899,-0.007673855349555281,-0.003963315053700499,-0.0038891485985889794,1.9770149842866498e-20
-0.0037012558964419433,0.00021971620574393928,-0.008897659495184326,-0.004595373018336719,-0.004509378712542902,2.2923035874111482e-20
-0.00424776438437309,0.0002521583753033367,-0.010211442322660242,-0.005273902260841955,-0.005175210476315245,2.6307733940082833e-20
-0.004831642349405592,0.00028681889451189987,-0.011615059760891002,-0.005998828372838436,-0.005886570873949866,2.9923872870495525e-20
-0.005452825762740876,0.0003236939624531091,-0.01310835788740718,-0.006770071858008808,-0.006643381896762866,3.377105611496567e-20
-0.0061112465046175716,0.0003627795353602204,-0.01469117294524126,-0.007587548140813798,-0.007445560551897106,3.7848861786496686e-20
