-0.25369,0.65605,-0.43372,-0.66973,-0.11504,-0.77659
0.6396,0.1492,-0.48547,-0.63236,0.05857,-0.12571
-0.49963,-0.73137,0.49925,-0.20313,0.60263,0.69277
-0.4901,-0.43459,-0.41476,0.43063,0.38894,-0.19391
-0.06292,-0.6063,-0.05588,0.16012,-0.00314,-0.28802
-0.77308,0.50149,0.47747,0.01988,-0.53061,0.79808
-0.19768,-0.28901,0.08478,0.41469,-0.0196,0.17982
-0.03331,0.52282,-0.63476,0.72474,-0.49195,-0.01371
-0.45072,-0.07783,-0.21588,-0.06976,-0.38396,0.26594
0.06598,-0.68487,0.56633,0.14866,-0.11356,0.18978
-0.21253,0.59716,-0.75154,-0.36435,-0.77661,-0.68083
-0.47353,-0.15092,0.40493,-0.53311,0.63649,-0.50974
0.60184,-0.75803,-0.53244,-0.06793,-0.51859,0.76604
-0.36864,0.19929,0.58576,0.4043,0.2776,0.23018
-0.74111,0.21511,-0.59969,-0.51821,-0.64596,-0.3866
-0.04346,0.75266,-0.52758,0.09228,-0.02015,0.01473
0.12674,0.6166,-0.07334,0.39575,-0.10781,0.67344
-0.62286,0.61424,0.75319,-0.77042,0.61664,-0.21302
-0.16936,-0.56257,-0.73189,-0.57041,0.43816,0.26337
-0.37443,-0.49394,0.76389,-0.75671,0.47969,0.08913
-0.10523,0.66755,-0.43285,0.04192,0.1556,-0.50558
-0.41847,0.03542,0.20294,-0.61454,0.61237,0.46068
0.26309,-0.3256,-0.14664,0.50074,0.01924,0.04213
-0.02551,-0.52702,0.41048,-0.03519,0.13573,-0.2489
0.78663,-0.71747,-0.38107,0.32619,0.43213,0.01409
-0.5499,0.62599,-0.21935,-0.12821,0.22562,-0.44948
-0.02929,-0.73716,0.4782,0.09554,-0.78622,-0.39099
0.54916,0.3867,-0.61519,0.44505,-0.69348,-0.76583
0.54627,-0.29893,0.14432,0.66616,-0.36274,-0.06713
-0.05234,0.72297,-0.19036,0.44107,-0.71637,0.40166
0.05599,0.01891,0.65181,0.62783,-0.37552,0.60463
0.28597,0.51032,0.71482,0.46922,-0.15057,-0.26494
0.25238,0.17859,0.54521,0.78528,-0.3106,-0.56973
0.57922,0.28782,0.56694,0.26124,-0.7439,-0.0298
0.21436,0.77801,-0.04491,-0.13275,0.02623,-0.02136
0.02511,0.78917,-0.59897,0.27015,-0.03693,-0.23339
0.65355,-0.52714,-0.13597,0.33917,-0.78388,0.71323
-0.19447,0.66537,0.62351,-0.03232,0.16025,0.30629
0.35536,-0.04254,0.17459,0.41064,-0.50394,-0.74837
0.62096,0.58681,-0.47778,-0.34922,-0.1092,-0.11557
0.52999,-0.59804,-0.52816,0.75429,-0.08098,0.25042
0.28494,0.01735,-0.04259,0.65527,-0.36289,0.22581
0.40484,-0.79028,0.64179,-0.46045,0.67114,-0.14934
0.50635,0.26871,0.67133,-0.38945,0.71751,-0.68002
-0.12704,-0.40459,0.49433,0.50103,0.52392,0.15468
0.09934,0.32018,0.6147,-0.18758,0.17301,0.48674
0.39148,-0.79918,-0.46657,0.20092,-0.79852,0.14501
-0.20074,-0.23259,0.45985,0.16499,0.2791,-0.19813
0.73073,0.15841,0.38175,-0.78655,-0.31537,-0.6001
0.62188,0.19795,-0.03682,-0.3396,0.43496,0.64541
-0.68494,0.54072,-0.30889,0.74897,0.01176,-0.57766
0.17808,-0.28432,0.33844,-0.55141,-0.02418,0.00406
-0.60004,0.77855,0.01542,0.70283,-0.63229,-0.20576
-0.53733,0.6897,0.52052,0.53697,0.79884,-0.29744
-0.722,0.5649,-0.22398,-0.29766,-0.76909,0.46785
0.66534,-0.25965,0.48561,0.61324,-0.792,-0.74557
0.66725,-0.59631,-0.01153,-0.20412,-0.06865,-0.34998
-0.70725,0.32189,0.27953,-0.05126,0.13181,-0.76454
-0.38386,-0.18313,0.1811,-0.73591,0.30764,-0.66351
0.00949,-0.0426,-0.47584,-0.49358,-0.19864,0.33626
-0.12097,-0.76029,0.39309,0.21402,0.6041,0.13548
0.46347,-0.76518,-0.30752,-0.01778,-0.58217,-0.25928
0.55876,-0.7585,0.15663,-0.6077,0.01085,0.17491
-0.74401,0.68653,0.03705,-0.50663,0.79438,-0.28941
-0.47167,-0.36759,0.04565,0.2293,0.32654,0.29276
0.16911,0.1928,0.5497,0.15286,0.13141,0.25931
0.65206,-0.75995,0.07337,0.67744,-0.26672,0.01405
0.66071,0.52851,-0.33751,-0.22367,0.16789,-0.40704
-0.61288,0.61176,-0.40163,-0.66651,-0.49189,0.32819
0.71681,-0.01517,-0.63922,0.53314,0.74622,-0.35243
-0.13296,-0.19089,-0.41346,-0.62892,-0.48313,-0.66945
0.60105,0.48568,-0.56458,0.26375,0.51958,0.42186
0.59485,0.22791,-0.17011,0.73532,-0.50644,0.49891
-0.11983,0.59338,0.45754,0.18364,-0.46833,-0.53638
-0.38688,-0.42675,0.48473,0.23992,0.77891,-0.05804
0.34176,0.16069,-0.43485,0.30985,0.47263,0.65287
0.69061,-0.01709,0.02749,-0.53268,-0.51541,0.23466
0.17452,-0.21315,-0.19798,-0.48179,0.73322,-0.17584
